商户订单号,业务描述,收入金额（+元）,收入金额(元),收入金额,支出金额（-元）,支出金额(元),支出金额,发生时间,账务类型,发生金额,金额(元),金额
2705000424,订单结算收入,41.75,41.75,41.75,0.00,0.00,0.00,2026-05-25 01:46:55,订单结算,41.75,41.75,41.75
2705000424,平台技术服务费,0.00,0.00,0.00,0.25,0.25,0.25,2026-05-26 09:36:45,费用扣除,-0.25,0.25,0.25
2705000388,订单结算收入,148.97,148.97,148.97,0.00,0.00,0.00,2026-05-25 06:57:02,订单结算,148.97,148.97,148.97
2705000388,平台技术服务费,0.00,0.00,0.00,0.90,0.90,0.90,2026-05-26 12:06:17,费用扣除,-0.90,0.90,0.90
2705000027,订单结算收入,36.27,36.27,36.27,0.00,0.00,0.00,2026-05-25 09:40:00,订单结算,36.27,36.27,36.27
2705000027,平台技术服务费,0.00,0.00,0.00,0.22,0.22,0.22,2026-05-26 12:02:11,费用扣除,-0.22,0.22,0.22
2705000027,004延迟发货罚款,0.00,0.00,0.00,34.01,34.01,34.01,2026-05-25 09:04:52,罚款扣款,-34.01,34.01,34.01
2705000104,订单结算收入,516.61,516.61,516.61,0.00,0.00,0.00,2026-05-26 15:04:09,订单结算,516.61,516.61,516.61
2705000104,平台技术服务费,0.00,0.00,0.00,3.12,3.12,3.12,2026-05-27 17:45:02,费用扣除,-3.12,3.12,3.12
2705000484,订单结算收入,146.58,146.58,146.58,0.00,0.00,0.00,2026-05-26 01:12:44,订单结算,146.58,146.58,146.58
2705000484,平台技术服务费,0.00,0.00,0.00,0.88,0.88,0.88,2026-05-27 22:27:56,费用扣除,-0.88,0.88,0.88
2705000014,订单结算收入,53.03,53.03,53.03,0.00,0.00,0.00,2026-05-26 13:55:22,订单结算,53.03,53.03,53.03
2705000014,平台技术服务费,0.00,0.00,0.00,0.32,0.32,0.32,2026-05-27 11:12:38,费用扣除,-0.32,0.32,0.32
2705000165,订单结算收入,307.67,307.67,307.67,0.00,0.00,0.00,2026-05-26 14:54:07,订单结算,307.67,307.67,307.67
2705000165,平台技术服务费,0.00,0.00,0.00,1.86,1.86,1.86,2026-05-27 22:18:40,费用扣除,-1.86,1.86,1.86
2705000428,订单结算收入,198.59,198.59,198.59,0.00,0.00,0.00,2026-05-26 08:06:50,订单结算,198.59,198.59,198.59
2705000428,平台技术服务费,0.00,0.00,0.00,1.20,1.20,1.20,2026-05-27 04:55:28,费用扣除,-1.20,1.20,1.20
2705000238,订单结算收入,17.19,17.19,17.19,0.00,0.00,0.00,2026-05-26 04:55:51,订单结算,17.19,17.19,17.19
2705000238,平台技术服务费,0.00,0.00,0.00,0.17,0.17,0.17,2026-05-27 03:07:07,费用扣除,-0.17,0.17,0.17
2705000488,订单结算收入,133.12,133.12,133.12,0.00,0.00,0.00,2026-05-26 03:09:29,订单结算,133.12,133.12,133.12
2705000488,平台技术服务费,0.00,0.00,0.00,0.80,0.80,0.80,2026-05-27 12:15:31,费用扣除,-0.80,0.80,0.80
2705000347,订单结算收入,106.61,106.61,106.61,0.00,0.00,0.00,2026-05-26 08:11:30,订单结算,106.61,106.61,106.61
2705000347,平台技术服务费,0.00,0.00,0.00,0.64,0.64,0.64,2026-05-27 16:45:28,费用扣除,-0.64,0.64,0.64
2705000362,订单结算收入,217.47,217.47,217.47,0.00,0.00,0.00,2026-05-26 04:01:12,订单结算,217.47,217.47,217.47
2705000362,平台技术服务费,0.00,0.00,0.00,1.31,1.31,1.31,2026-05-27 20:44:16,费用扣除,-1.31,1.31,1.31
2705000276,订单结算收入,63.13,63.13,63.13,0.00,0.00,0.00,2026-05-26 20:56:45,订单结算,63.13,63.13,63.13
2705000276,平台技术服务费,0.00,0.00,0.00,0.38,0.38,0.38,2026-05-27 18:22:09,费用扣除,-0.38,0.38,0.38
2705000306,订单结算收入,325.23,325.23,325.23,0.00,0.00,0.00,2026-05-27 01:47:27,订单结算,325.23,325.23,325.23
2705000306,平台技术服务费,0.00,0.00,0.00,3.29,3.29,3.29,2026-05-28 06:40:29,费用扣除,-3.29,3.29,3.29
2705000303,订单结算收入,67.11,67.11,67.11,0.00,0.00,0.00,2026-05-27 09:33:21,订单结算,67.11,67.11,67.11
2705000303,平台技术服务费,0.00,0.00,0.00,0.41,0.41,0.41,2026-05-28 09:18:13,费用扣除,-0.41,0.41,0.41
2705000434,订单结算收入,62.17,62.17,62.17,0.00,0.00,0.00,2026-05-27 22:05:34,订单结算,62.17,62.17,62.17
2705000434,平台技术服务费,0.00,0.00,0.00,0.38,0.38,0.38,2026-05-28 00:36:10,费用扣除,-0.38,0.38,0.38
2705000051,订单结算收入,67.20,67.20,67.20,0.00,0.00,0.00,2026-05-27 05:55:49,订单结算,67.20,67.20,67.20
2705000051,平台技术服务费,0.00,0.00,0.00,0.41,0.41,0.41,2026-05-28 05:02:38,费用扣除,-0.41,0.41,0.41
2705000357,订单结算收入,96.69,96.69,96.69,0.00,0.00,0.00,2026-05-27 05:32:12,订单结算,96.69,96.69,96.69
2705000357,平台技术服务费,0.00,0.00,0.00,0.58,0.58,0.58,2026-05-28 10:09:47,费用扣除,-0.58,0.58,0.58
2705000418,订单结算收入,102.91,102.91,102.91,0.00,0.00,0.00,2026-05-27 07:28:17,订单结算,102.91,102.91,102.91
2705000418,平台技术服务费,0.00,0.00,0.00,0.62,0.62,0.62,2026-05-28 04:18:46,费用扣除,-0.62,0.62,0.62
2705000262,订单结算收入,2.11,2.11,2.11,0.00,0.00,0.00,2026-05-27 16:05:37,订单结算,2.11,2.11,2.11
2705000262,平台技术服务费,0.00,0.00,0.00,0.10,0.10,0.10,2026-05-28 00:16:54,费用扣除,-0.10,0.10,0.10
2705000368,订单结算收入,69.66,69.66,69.66,0.00,0.00,0.00,2026-05-27 00:49:20,订单结算,69.66,69.66,69.66
2705000368,平台技术服务费,0.00,0.00,0.00,0.42,0.42,0.42,2026-05-28 07:42:44,费用扣除,-0.42,0.42,0.42
2705000247,订单结算收入,24.03,24.03,24.03,0.00,0.00,0.00,2026-05-27 04:06:28,订单结算,24.03,24.03,24.03
2705000247,平台技术服务费,0.00,0.00,0.00,0.15,0.15,0.15,2026-05-28 11:32:04,费用扣除,-0.15,0.15,0.15
2705000000,004延迟发货罚款,0.00,0.00,0.00,5.44,5.44,5.44,2026-05-28 10:58:17,罚款扣款,-5.44,5.44,5.44
