订单号,订单状态,支付时间,发货时间,确认收货时间,订单成交时间,承诺发货时间,商品名称,商品ID,商家编码-商品维度,商家编码-规格维度,商品规格,规格id,规格名称,样式ID,商品一级类目,商品二级类目,商品三级类目,商品四级类目,商品数量(件),商品单价(元),商品总价(元),用户实付金额(元),商家实收金额(元),邮费(元),店铺优惠折扣(元),平台优惠折扣(元),多多支付立减金额(元),拼多多优惠券(元),平台技术服务费(元),上门安装费(元),送货入户费(元),送货入户并安装费(元),退款金额(元),退款原因,退款类型,售后状态,省,市,订单来源,是否直播间成交,是否直播间引导成交,是否门店自提,门店名称,支付方式,是否分期,分期期数,手续费承担方,是否预售,是否顺丰加价,是否抽奖或0元试用,是否社区团购,是否无痕发货,是否节能补贴,快递公司,快递单号,配送状态,集运类型
2705000333,已退款,2026-04-22 07:36:27,2026-04-24 20:24:00,2026-04-26,2026-04-22 09:41:55,2026-04-24,儿童益智积木拼装玩具,PD00003,SP00003,SKU006,大颗粒100粒,SKU006,大颗粒100粒,ST006,母婴玩具,益智玩具,积木,大颗粒积木,3,59.00,177.00,156.40,155.46,0.00,8.24,7.21,5.15,0.00,0.94,0.00,0.00,0.00,108.48,不喜欢/效果不好,退货退款,退款成功,湖北省,武汉,H5,是,否,否,,微信支付,否,,,否,否,否,否,否,否,邮政快递,YT24464465312,已签收,集运
2705000386,待发货,2026-04-22 08:19:52,2026-04-23 01:21:36,2026-04-25,2026-04-22 11:55:20,2026-04-24,儿童益智积木拼装玩具,PD00003,SP00003,SKU006,大颗粒100粒,SKU006,大颗粒100粒,ST006,母婴玩具,益智玩具,积木,大颗粒积木,2,59.00,118.00,102.05,101.44,0.00,6.38,5.58,3.99,0.00,0.61,0.00,0.00,0.00,0.00,,,,重庆市,重庆,网页,否,否,否,,多多支付,否,,,是,否,否,否,否,否,邮政快递,YT61124602981,派送中,
2705000268,已付款,2026-04-22 09:47:56,2026-04-22 00:39:45,2026-04-25,2026-04-22 04:36:49,2026-04-24,女士防晒衣轻薄透气,PD00006,SP00006,SKU013,M码-浅蓝,SKU013,M码-浅蓝,ST013,服饰内衣,女装,外套,防晒衣,5,69.00,345.00,301.95,300.14,0.00,10.32,9.03,6.45,17.25,1.81,0.00,0.00,0.00,0.00,,,,云南省,昆明,APP-Android,否,否,否,,支付宝,否,,买家,否,否,否,否,否,否,极兔速递,YT27055443999,运输中,
2705000445,已退款,2026-04-22 19:57:26,2026-04-24 05:34:44,2026-04-30,2026-04-22 15:33:51,2026-04-24,桌面手机支架可折叠,PD00008,SP00008,SKU018,升级款-银色,SKU018,升级款-银色,ST018,数码电器,手机配件,支架,桌面支架,1,29.90,29.90,24.50,24.35,0.00,2.16,1.89,1.35,0.00,0.15,0.00,0.00,0.00,14.03,物流太慢,仅退款,退款成功,辽宁省,沈阳,APP-iOS,否,否,否,,花呗分期,否,6,,否,否,否,否,否,是,极兔速递,YT17893167082,已签收,
2705000322,已退款,2026-04-22 22:43:24,2026-04-24 12:43:24,2026-04-27,2026-04-22 02:48:23,2026-04-24,夏季冰丝凉席三件套,PD00001,SP00001,SKU001,1.5m床-灰色,SKU001,1.5m床-灰色,ST001,家居生活,床上用品,凉席,冰丝凉席,1,89.00,89.00,75.08,74.63,0.00,5.57,4.87,3.48,0.00,0.45,0.00,0.00,0.00,49.72,物流太慢,仅退款,退款成功,湖南省,长沙,APP-iOS,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,极兔速递,YT23510957954,运输中,
2705000425,待发货,2026-04-23 00:57:39,2026-04-25 16:13:32,2026-04-26,2026-04-23 20:40:56,2026-04-25,女士防晒衣轻薄透气,PD00006,SP00006,SKU014,L码-粉色,SKU014,L码-粉色,ST014,服饰内衣,女装,外套,防晒衣,2,69.00,138.00,117.59,116.88,0.00,8.17,7.14,5.10,0.00,0.71,0.00,0.00,0.00,0.00,,,,天津市,天津,H5,否,否,否,,微信支付,否,,,否,否,否,否,否,否,中通快递,YT20509863101,运输中,
2705000106,待发货,2026-04-23 04:10:38,2026-04-25 00:02:15,2026-04-26,2026-04-23 17:24:28,2026-04-25,儿童益智积木拼装玩具,PD00003,SP00003,SKU006,大颗粒100粒,SKU006,大颗粒100粒,ST006,母婴玩具,益智玩具,积木,大颗粒积木,1,59.00,59.00,58.20,57.85,0.00,0.32,0.28,0.20,0.00,0.35,0.00,0.00,0.00,0.00,,,,重庆市,重庆,小程序,否,否,否,,支付宝,否,,,否,否,否,否,否,否,顺丰速运,YT48651799954,派送中,
2705000293,已退款,2026-04-23 06:27:44,2026-04-24 09:27:57,2026-04-28,2026-04-23 21:15:30,2026-04-25,男士运动休闲鞋透气款,PD00005,SP00005,SKU010,39码-黑色,SKU010,39码-黑色,ST010,运动户外,运动鞋服,运动鞋,跑步鞋,1,119.00,119.00,102.12,101.51,0.00,6.75,5.91,4.22,0.00,0.61,0.00,0.00,0.00,88.66,卖家发错尺码,仅退款,退货退款,陕西省,西安,APP-iOS,否,否,否,,支付宝,否,,,否,否,否,否,否,否,极兔速递,YT82966305655,运输中,
2705000199,已退款,2026-04-23 10:39:05,2026-04-23 02:08:10,2026-04-24,2026-04-23 18:17:10,2026-04-25,有机红枣夹核桃500g,PD00007,SP00007,SKU016,1000g礼盒,SKU016,1000g礼盒,ST016,食品生鲜,坚果零食,红枣,夹心红枣,1,69.00,69.00,56.40,55.84,0.00,5.04,4.41,3.15,0.00,0.56,0.00,0.00,0.00,34.62,不喜欢/效果不好,退货退款,退款成功,安徽省,合肥,APP-iOS,否,否,否,,支付宝,否,,,否,否,否,否,否,否,邮政快递,YT95673781189,运输中,
2705000044,已取消,2026-04-23 11:59:32,,,2026-04-23 23:37:02,2026-04-25,男士运动休闲鞋透气款,PD00005,SP00005,SKU012,41码-白色,SKU012,41码-白色,ST012,运动户外,运动鞋服,运动鞋,跑步鞋,2,119.00,238.00,214.30,212.16,0.00,4.72,4.13,2.95,11.90,2.14,0.00,0.00,0.00,0.00,,,,重庆市,重庆,网页,否,否,否,,多多支付,否,,,是,否,否,否,是,否,圆通速递,YT68155334982,,
2705000318,已取消,2026-04-23 19:46:40,,,2026-04-23 05:33:55,2026-04-25,桌面手机支架可折叠,PD00008,SP00008,SKU018,升级款-银色,SKU018,升级款-银色,ST018,数码电器,手机配件,支架,桌面支架,1,29.90,29.90,25.92,25.76,0.00,0.99,0.87,0.62,1.50,0.16,0.00,0.00,0.00,0.00,,,,北京市,北京,H5,是,否,否,,支付宝,否,,,否,否,否,否,否,否,申通快递,YT92824431263,,
2705000285,已完成,2026-04-24 18:32:47,2026-04-27 04:09:31,2026-04-29,2026-04-24 05:21:08,2026-04-26,夏季冰丝凉席三件套,PD00001,SP00001,SKU002,1.8m床-灰色,SKU002,1.8m床-灰色,ST002,家居生活,床上用品,凉席,冰丝凉席,1,109.00,109.00,87.85,87.32,0.00,8.46,7.40,5.29,0.00,0.53,0.00,0.00,0.00,0.00,,,,重庆市,重庆,APP-iOS,否,否,否,,微信支付,否,,,是,否,否,是,否,否,极兔速递,YT21089388598,运输中,
2705000291,已完成,2026-04-24 22:18:40,2026-04-26 23:29:02,2026-04-28,2026-04-24 17:20:28,2026-04-26,儿童益智积木拼装玩具,PD00003,SP00003,SKU007,大颗粒200粒,SKU007,大颗粒200粒,ST007,母婴玩具,益智玩具,积木,大颗粒积木,1,99.00,99.00,78.50,78.03,0.00,6.22,5.44,3.89,4.95,0.47,0.00,0.00,0.00,0.00,,,,浙江省,杭州,网页,否,否,否,,多多支付,否,,,否,是,否,否,否,否,韵达快递,YT65304508597,派送中,
2705000281,待发货,2026-04-25 00:21:12,2026-04-25 07:40:27,2026-04-30,2026-04-25 23:05:12,2026-04-27,夏季冰丝凉席三件套,PD00001,SP00001,SKU003,1.5m床-蓝色,SKU003,1.5m床-蓝色,ST003,家居生活,床上用品,凉席,冰丝凉席,2,89.00,178.00,165.42,164.43,0.00,1.47,1.29,0.92,8.90,0.99,0.00,0.00,0.00,0.00,,,,浙江省,杭州,小程序,是,否,否,,多多支付,否,3,,是,否,否,否,否,否,韵达快递,YT77736047585,运输中,
2705000190,已付款,2026-04-25 00:39:23,2026-04-25 03:28:35,2026-04-27,2026-04-25 13:21:00,2026-04-27,有机红枣夹核桃500g,PD00007,SP00007,SKU016,1000g礼盒,SKU016,1000g礼盒,ST016,食品生鲜,坚果零食,红枣,夹心红枣,1,69.00,69.00,62.12,61.75,0.00,2.75,2.41,1.72,0.00,0.37,0.00,0.00,0.00,0.00,,,,江西省,南昌,APP-Android,否,否,否,,支付宝,否,,,否,否,否,否,否,否,极兔速递,YT42266048263,派送中,
2705000026,待发货,2026-04-25 05:14:58,2026-04-25 06:34:12,2026-04-28,2026-04-25 18:14:46,2026-04-27,女士防晒衣轻薄透气,PD00006,SP00006,SKU013,M码-浅蓝,SKU013,M码-浅蓝,ST013,服饰内衣,女装,外套,防晒衣,1,69.00,69.00,49.02,48.73,0.00,6.61,5.79,4.13,3.45,0.29,0.00,0.00,0.00,0.00,,,,广西,南宁,网页,否,否,否,,支付宝,否,,,否,否,否,否,否,否,中通快递,YT54841664754,运输中,
2705000392,已发货,2026-04-25 07:00:41,2026-04-26 16:17:10,2026-05-02,2026-04-25 20:34:54,2026-04-27,桌面手机支架可折叠,PD00008,SP00008,SKU017,基础款-黑色,SKU017,基础款-黑色,ST017,数码电器,手机配件,支架,桌面支架,2,19.90,39.80,35.68,35.47,0.00,0.85,0.75,0.53,1.99,0.21,0.00,0.00,0.00,0.00,,,,浙江省,杭州,APP-iOS,否,否,否,,微信支付,否,12,,否,是,否,否,否,否,中通快递,YT14895807539,派送中,
2705000217,已取消,2026-04-25 10:53:35,,,2026-04-25 04:08:27,2026-04-27,有机红枣夹核桃500g,PD00007,SP00007,SKU016,1000g礼盒,SKU016,1000g礼盒,ST016,食品生鲜,坚果零食,红枣,夹心红枣,3,69.00,207.00,189.60,188.46,0.00,2.82,2.47,1.76,10.35,1.14,0.00,0.00,0.00,0.00,,,,陕西省,西安,APP-Android,否,否,否,,支付宝,否,3,,否,否,否,否,否,否,中通快递,YT87564153909,,
2705000495,已签收,2026-04-25 12:32:17,2026-04-26 15:58:36,2026-04-30,2026-04-25 11:42:34,2026-04-27,桌面手机支架可折叠,PD00008,SP00008,SKU018,升级款-银色,SKU018,升级款-银色,ST018,数码电器,手机配件,支架,桌面支架,1,29.90,29.90,26.60,26.44,0.00,0.72,0.63,0.45,1.50,0.16,0.00,0.00,0.00,0.00,,,,天津市,天津,小程序,否,否,否,,花呗分期,否,,,是,否,否,否,否,是,申通快递,YT24599511477,运输中,
2705000142,已退款,2026-04-25 13:30:47,2026-04-26 08:06:18,2026-05-03,2026-04-25 09:58:06,2026-04-27,无线蓝牙耳机Pro版,PD00002,SP00002,SKU004,黑色标准版,SKU004,黑色标准版,ST004,数码电器,影音设备,耳机,无线耳机,5,129.00,645.00,597.85,594.26,0.00,18.86,16.50,11.79,0.00,3.59,0.00,0.00,0.00,383.40,质量问题,仅退款,退款成功,广西,南宁,小程序,否,否,否,,支付宝,否,,买家,否,否,否,否,否,否,邮政快递,YT69261505275,派送中,
2705000161,已完成,2026-04-25 13:44:27,2026-04-27 11:21:20,2026-05-03,2026-04-25 13:18:23,2026-04-27,有机红枣夹核桃500g,PD00007,SP00007,SKU016,1000g礼盒,SKU016,1000g礼盒,ST016,食品生鲜,坚果零食,红枣,夹心红枣,5,69.00,345.00,299.91,298.11,0.00,18.04,15.78,11.27,0.00,1.80,0.00,0.00,0.00,0.00,,,,广西,南宁,小程序,否,否,否,,微信支付,否,,,否,否,否,否,否,否,申通快递,YT72126235450,运输中,
2705000397,已发货,2026-04-25 16:08:54,2026-04-27 06:25:31,2026-05-03,2026-04-25 13:53:42,2026-04-27,夏季冰丝凉席三件套,PD00001,SP00001,SKU003,1.5m床-蓝色,SKU003,1.5m床-蓝色,ST003,家居生活,床上用品,凉席,冰丝凉席,2,89.00,178.00,157.83,156.25,0.00,4.51,3.94,2.82,8.90,1.58,0.00,0.00,0.00,0.00,,,,北京市,北京,小程序,否,否,否,,微信支付,否,,,否,否,否,否,否,否,邮政快递,YT93918238887,运输中,
2705000348,已签收,2026-04-25 16:14:01,2026-04-26 07:07:35,2026-05-01,2026-04-25 16:08:01,2026-04-27,无线蓝牙耳机Pro版,PD00002,SP00002,SKU005,白色降噪版,SKU005,白色降噪版,ST005,数码电器,影音设备,耳机,无线耳机,2,189.00,378.00,339.57,336.17,0.00,15.37,13.45,9.61,0.00,3.40,0.00,0.00,0.00,0.00,,,,上海市,上海,小程序,否,否,否,,支付宝,否,,,否,否,否,否,否,否,中通快递,YT44151504066,运输中,
2705000497,待发货,2026-04-25 19:04:58,2026-04-27 21:11:06,2026-05-03,2026-04-25 01:27:12,2026-04-27,夏季冰丝凉席三件套,PD00001,SP00001,SKU003,1.5m床-蓝色,SKU003,1.5m床-蓝色,ST003,家居生活,床上用品,凉席,冰丝凉席,1,89.00,89.00,69.80,69.38,0.00,7.68,6.72,4.80,0.00,0.42,0.00,0.00,0.00,0.00,,,,陕西省,西安,APP-Android,是,否,否,,支付宝,否,,,否,否,否,否,否,否,中通快递,YT54184078870,运输中,
2705000068,已签收,2026-04-25 23:03:23,2026-04-27 06:19:14,2026-04-28,2026-04-25 15:57:58,2026-04-27,夏季冰丝凉席三件套,PD00001,SP00001,SKU003,1.5m床-蓝色,SKU003,1.5m床-蓝色,ST003,家居生活,床上用品,凉席,冰丝凉席,1,89.00,89.00,68.49,67.81,0.00,8.20,7.18,5.13,0.00,0.68,0.00,0.00,0.00,0.00,,,,安徽省,合肥,APP-Android,否,否,否,,微信支付,否,,,否,否,否,否,否,否,韵达快递,YT89294441611,已签收,
2705000061,已签收,2026-04-26 00:29:57,2026-04-27 07:58:39,2026-05-02,2026-04-26 10:26:39,2026-04-28,不锈钢保温杯大容量,PD00004,SP00004,SKU008,500ml-黑色,SKU008,500ml-黑色,ST008,家居生活,餐饮用具,保温杯,不锈钢保温杯,1,45.00,45.00,42.58,42.32,0.00,0.07,0.06,0.04,2.25,0.26,0.00,0.00,0.00,0.00,,,,浙江省,杭州,APP-iOS,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,极兔速递,YT97314257141,运输中,
2705000250,已发货,2026-04-26 06:11:29,2026-04-27 20:00:52,2026-04-29,2026-04-26 22:35:29,2026-04-28,无线蓝牙耳机Pro版,PD00002,SP00002,SKU004,黑色标准版,SKU004,黑色标准版,ST004,数码电器,影音设备,耳机,无线耳机,1,129.00,129.00,111.77,111.10,0.00,6.89,6.03,4.31,0.00,0.67,0.00,0.00,0.00,0.00,,,,重庆市,重庆,网页,否,否,否,,微信支付,否,,,否,否,否,否,否,否,申通快递,YT67380348623,派送中,
2705000183,已发货,2026-04-26 08:36:26,2026-04-26 12:48:59,2026-04-30,2026-04-26 03:18:36,2026-04-28,男士运动休闲鞋透气款,PD00005,SP00005,SKU012,41码-白色,SKU012,41码-白色,ST012,运动户外,运动鞋服,运动鞋,跑步鞋,2,119.00,238.00,229.69,228.31,0.00,3.32,2.91,2.08,0.00,1.38,0.00,0.00,0.00,0.00,,,,广西,南宁,小程序,否,否,否,,支付宝,否,,,否,否,否,否,否,否,中通快递,YT92845417874,运输中,
2705000186,已完成,2026-04-26 08:41:14,2026-04-29 04:34:21,2026-05-03,2026-04-26 00:42:31,2026-04-28,女士防晒衣轻薄透气,PD00006,SP00006,SKU013,M码-浅蓝,SKU013,M码-浅蓝,ST013,服饰内衣,女装,外套,防晒衣,2,69.00,138.00,120.98,120.25,0.00,6.81,5.96,4.25,0.00,0.73,0.00,0.00,0.00,0.00,,,,辽宁省,沈阳,APP-Android,是,否,否,,多多支付,否,,,否,否,否,否,否,是,申通快递,YT86468461542,已签收,
2705000229,已取消,2026-04-26 09:42:10,,,2026-04-26 08:08:20,2026-04-28,桌面手机支架可折叠,PD00008,SP00008,SKU018,升级款-银色,SKU018,升级款-银色,ST018,数码电器,手机配件,支架,桌面支架,1,29.90,29.90,27.38,27.22,0.00,0.41,0.36,0.25,1.50,0.16,0.00,0.00,0.00,0.00,,,,安徽省,合肥,网页,否,否,否,,多多支付,否,,,否,否,否,否,否,是,顺丰速运,YT85241084197,,
2705000120,已完成,2026-04-26 12:30:48,2026-04-28 12:11:54,2026-05-04,2026-04-26 12:41:41,2026-04-28,女士防晒衣轻薄透气,PD00006,SP00006,SKU014,L码-粉色,SKU014,L码-粉色,ST014,服饰内衣,女装,外套,防晒衣,1,69.00,69.00,57.68,57.33,0.00,3.15,2.75,1.97,3.45,0.35,0.00,0.00,0.00,0.00,,,,四川省,成都,APP-iOS,否,否,否,,多多支付,否,,,否,是,否,是,否,否,极兔速递,YT35174895192,运输中,
2705000113,已签收,2026-04-26 18:36:46,2026-04-27 22:26:17,2026-05-04,2026-04-26 11:00:27,2026-04-28,儿童益智积木拼装玩具,PD00003,SP00003,SKU006,大颗粒100粒,SKU006,大颗粒100粒,ST006,母婴玩具,益智玩具,积木,大颗粒积木,1,59.00,59.00,55.01,54.46,0.00,1.59,1.40,1.00,0.00,0.55,0.00,0.00,0.00,19.68,质量问题,仅退款,退款成功,河南省,郑州,网页,否,否,否,,多多支付,否,,,否,否,否,否,否,否,顺丰速运,YT97028955702,派送中,
2705000283,待发货,2026-04-27 05:08:48,2026-04-29 08:05:42,2026-05-04,2026-04-27 09:50:23,2026-04-29,不锈钢保温杯大容量,PD00004,SP00004,SKU009,800ml-银色,SKU009,800ml-银色,ST009,家居生活,餐饮用具,保温杯,不锈钢保温杯,5,65.00,325.00,248.83,247.34,0.00,30.47,26.66,19.04,0.00,1.49,0.00,0.00,0.00,0.00,,,,湖北省,武汉,H5,是,否,否,,花呗分期,否,,商家,否,是,否,否,否,否,邮政快递,YT52714071614,派送中,转运
2705000319,已完成,2026-04-27 06:24:59,2026-04-29 02:07:45,2026-05-02,2026-04-27 21:54:19,2026-04-29,女士防晒衣轻薄透气,PD00006,SP00006,SKU014,L码-粉色,SKU014,L码-粉色,ST014,服饰内衣,女装,外套,防晒衣,2,69.00,138.00,113.67,112.99,0.00,6.97,6.10,4.36,6.90,0.68,0.00,0.00,0.00,0.00,,,,云南省,昆明,APP-Android,否,是,否,,多多支付,否,12,,否,否,否,否,否,否,极兔速递,YT78539733368,运输中,
2705000261,已签收,2026-04-27 07:09:36,2026-04-29 22:39:58,2026-05-06,2026-04-27 00:35:49,2026-04-29,儿童益智积木拼装玩具,PD00003,SP00003,SKU007,大颗粒200粒,SKU007,大颗粒200粒,ST007,母婴玩具,益智玩具,积木,大颗粒积木,1,99.00,99.00,85.33,84.82,0.00,3.49,3.05,2.18,4.95,0.51,0.00,0.00,0.00,0.00,,,,云南省,昆明,APP-Android,否,否,否,,多多支付,否,3,,否,否,否,否,否,否,申通快递,YT32010008090,运输中,
2705000323,待发货,2026-04-27 09:12:35,2026-04-28 14:02:49,2026-05-03,2026-04-27 11:26:50,2026-04-29,无线蓝牙耳机Pro版,PD00002,SP00002,SKU004,黑色标准版,SKU004,黑色标准版,ST004,数码电器,影音设备,耳机,无线耳机,1,129.00,129.00,121.32,120.59,0.00,3.07,2.69,1.92,0.00,0.73,0.00,0.00,0.00,0.00,,,,福建省,厦门,网页,否,否,否,,多多支付,否,6,,否,否,否,否,否,是,韵达快递,YT93993763398,派送中,
2705000092,已退款,2026-04-27 09:58:41,2026-04-29 07:06:18,2026-05-04,2026-04-27 21:15:01,2026-04-29,桌面手机支架可折叠,PD00008,SP00008,SKU018,升级款-银色,SKU018,升级款-银色,ST018,数码电器,手机配件,支架,桌面支架,1,29.90,29.90,27.56,27.39,0.00,0.34,0.29,0.21,1.50,0.17,0.00,0.00,0.00,26.77,质量问题,退货退款,退货退款,山东省,青岛,网页,否,否,否,,微信支付,否,,商家,否,否,否,否,否,否,韵达快递,YT37899240664,运输中,集运
2705000402,已发货,2026-04-27 10:38:21,2026-04-28 04:46:32,2026-05-03,2026-04-27 13:51:50,2026-04-29,桌面手机支架可折叠,PD00008,SP00008,SKU017,基础款-黑色,SKU017,基础款-黑色,ST017,数码电器,手机配件,支架,桌面支架,1,19.90,19.90,19.39,19.27,0.00,0.20,0.18,0.13,0.00,0.12,0.00,0.00,0.00,0.00,,,,广西,南宁,APP-Android,否,否,否,,多多支付,否,,,否,否,否,否,否,否,邮政快递,YT18776739907,派送中,
2705000067,已签收,2026-04-27 14:27:16,2026-04-28 19:43:31,2026-04-30,2026-04-27 08:36:32,2026-04-29,有机红枣夹核桃500g,PD00007,SP00007,SKU016,1000g礼盒,SKU016,1000g礼盒,ST016,食品生鲜,坚果零食,红枣,夹心红枣,1,69.00,69.00,67.80,67.39,0.00,0.48,0.42,0.30,0.00,0.41,0.00,0.00,0.00,0.00,,,,北京市,北京,APP-iOS,否,否,否,,多多支付,否,,,否,否,否,否,否,是,申通快递,YT97456745383,已签收,
2705000049,待发货,2026-04-27 16:23:35,2026-04-29 09:27:02,2026-05-01,2026-04-27 06:40:33,2026-04-29,儿童益智积木拼装玩具,PD00003,SP00003,SKU006,大颗粒100粒,SKU006,大颗粒100粒,ST006,母婴玩具,益智玩具,积木,大颗粒积木,3,59.00,177.00,162.19,161.22,0.00,5.93,5.18,3.70,0.00,0.97,0.00,0.00,0.00,0.00,,,,陕西省,西安,H5,否,是,否,,微信支付,否,,商家,否,否,否,否,否,否,顺丰速运,YT67392428267,派送中,
2705000441,已取消,2026-04-27 20:24:58,,,2026-04-27 00:39:04,2026-04-29,不锈钢保温杯大容量,PD00004,SP00004,SKU008,500ml-黑色,SKU008,500ml-黑色,ST008,家居生活,餐饮用具,保温杯,不锈钢保温杯,2,45.00,90.00,85.15,84.64,0.00,1.94,1.70,1.21,0.00,0.51,0.00,0.00,0.00,0.00,,,,山东省,青岛,APP-iOS,否,否,否,,支付宝,否,,,否,否,否,否,否,否,极兔速递,YT86518840694,,
2705000206,已完成,2026-04-27 20:48:12,2026-04-28 00:06:28,2026-05-02,2026-04-27 05:03:48,2026-04-29,女士防晒衣轻薄透气,PD00006,SP00006,SKU014,L码-粉色,SKU014,L码-粉色,ST014,服饰内衣,女装,外套,防晒衣,5,69.00,345.00,270.35,268.73,0.00,29.86,26.13,18.66,0.00,1.62,0.00,0.00,0.00,0.00,,,,四川省,成都,H5,否,否,否,,支付宝,否,,,否,否,否,否,否,否,中通快递,YT82826624079,运输中,
2705000216,已退款,2026-04-27 21:40:55,2026-04-28 13:01:00,2026-04-29,2026-04-27 03:18:09,2026-04-29,有机红枣夹核桃500g,PD00007,SP00007,SKU016,1000g礼盒,SKU016,1000g礼盒,ST016,食品生鲜,坚果零食,红枣,夹心红枣,3,69.00,207.00,179.48,178.40,0.00,11.01,9.63,6.88,0.00,1.08,0.00,0.00,0.00,135.56,商品与描述不符,退货退款,退货退款,安徽省,合肥,小程序,否,否,否,,支付宝,否,,商家,否,否,否,否,否,否,申通快递,YT24993823558,运输中,
2705000152,待发货,2026-04-27 22:09:20,2026-04-29 18:26:31,2026-05-06,2026-04-27 16:12:03,2026-04-29,女士防晒衣轻薄透气,PD00006,SP00006,SKU013,M码-浅蓝,SKU013,M码-浅蓝,ST013,服饰内衣,女装,外套,防晒衣,5,69.00,345.00,310.88,309.01,0.00,13.65,11.94,8.53,0.00,1.87,0.00,0.00,0.00,0.00,,,补发,上海市,上海,APP-iOS,否,否,否,,支付宝,否,,,否,否,否,否,否,否,韵达快递,YT93169372993,运输中,
2705000168,已完成,2026-04-27 22:44:09,2026-04-27 08:40:16,2026-04-29,2026-04-27 10:21:21,2026-04-29,女士防晒衣轻薄透气,PD00006,SP00006,SKU014,L码-粉色,SKU014,L码-粉色,ST014,服饰内衣,女装,外套,防晒衣,1,69.00,69.00,57.43,57.09,0.00,4.63,4.05,2.89,0.00,0.34,0.00,0.00,0.00,0.00,,,,四川省,成都,小程序,是,否,否,,微信支付,否,,,否,否,否,否,否,否,圆通速递,YT10115993964,已签收,
2705000081,已取消,2026-04-28 00:49:22,,,2026-04-28 08:08:38,2026-04-30,男士运动休闲鞋透气款,PD00005,SP00005,SKU011,40码-黑色,SKU011,40码-黑色,ST011,运动户外,运动鞋服,运动鞋,跑步鞋,5,119.00,595.00,585.77,582.26,0.00,3.69,3.23,2.31,0.00,3.51,0.00,0.00,0.00,0.00,,,,湖南省,长沙,H5,否,否,否,,微信支付,否,,,否,否,否,否,否,是,韵达快递,YT30487137473,,
2705000297,已退款,2026-04-28 01:53:57,2026-04-30 18:36:04,2026-05-02,2026-04-28 11:37:33,2026-04-30,有机红枣夹核桃500g,PD00007,SP00007,SKU016,1000g礼盒,SKU016,1000g礼盒,ST016,食品生鲜,坚果零食,红枣,夹心红枣,2,69.00,138.00,104.26,103.63,0.00,10.74,9.39,6.71,6.90,0.63,0.00,0.00,0.00,77.69,发错货/漏发,退货退款,退货退款,广西,南宁,网页,否,否,否,,花呗分期,否,3,,否,否,否,否,否,否,邮政快递,YT26487108824,派送中,
2705000105,待发货,2026-04-28 05:07:38,2026-04-28 06:06:59,2026-05-05,2026-04-28 01:45:26,2026-04-30,桌面手机支架可折叠,PD00008,SP00008,SKU018,升级款-银色,SKU018,升级款-银色,ST018,数码电器,手机配件,支架,桌面支架,1,29.90,29.90,28.23,28.06,0.00,0.67,0.58,0.42,0.00,0.17,0.00,0.00,0.00,0.00,,,,福建省,厦门,H5,否,否,否,,微信支付,否,,,是,否,否,否,否,否,韵达快递,YT79466589921,运输中,
2705000198,已退款,2026-04-28 07:07:17,2026-04-29 04:53:57,2026-05-06,2026-04-28 00:59:06,2026-04-30,桌面手机支架可折叠,PD00008,SP00008,SKU017,基础款-黑色,SKU017,基础款-黑色,ST017,数码电器,手机配件,支架,桌面支架,5,19.90,99.50,99.21,98.61,0.00,0.12,0.10,0.07,0.00,0.60,0.00,0.00,0.00,31.13,发错货/漏发,退货退款,退款成功,江西省,南昌,H5,否,否,否,,支付宝,否,,,否,否,否,否,否,否,中通快递,YT12185839096,运输中,
